# type blackbody
# units microns
# band I
# weff 0.9

0.4	0.5209	0.005
0.405	0.5209	0.005
0.41	0.5209	0.005
0.415	0.5209	0.005
0.42	0.5209	0.005
0.425	0.5209	0.005
0.43	0.5209	0.005
0.435	0.5209	0.005
0.44	0.5209	0.005
0.445	0.5209	0.005
0.45	0.5209	0.005
0.455	0.5209	0.005
0.46	0.5209	0.005
0.465	0.5209	0.005
0.47	0.5209	0.005
0.475	0.5209	0.005
0.48	0.5209	0.005
0.485	0.5209	0.005
0.49	0.5209	0.005
0.495	0.5209	0.005
0.5	0.5209	0.005
0.505	0.5209	0.005
0.51	0.5209	0.005
0.515	0.5209	0.005
0.52	0.5209	0.005
0.525	0.5209	0.005
0.53	0.5209	0.005
0.535	0.5209	0.005
0.54	0.5209	0.005
0.545	0.5209	0.005
0.55	0.5209	0.005
0.555	0.5209	0.005
0.56	0.5209	0.005
0.565	0.5209	0.005
0.57	0.5209	0.005
0.575	0.5209	0.005
0.58	0.5209	0.005
0.585	0.5209	0.005
0.59	0.5209	0.005
0.595	0.5209	0.005
0.6	0.5209	0.005
0.605	0.5209	0.005
0.61	0.5209	0.005
0.615	0.5209	0.005
0.62	0.5209	0.005
0.625	0.5209	0.005
0.63	0.5209	0.005
0.635	0.5209	0.005
0.64	0.5209	0.005
0.645	0.5209	0.005
0.65	0.5209	0.005
0.655	0.5209	0.005
0.66	0.5209	0.005
0.665	0.5209	0.005
0.67	0.5209	0.005
0.675	0.5209	0.005
0.68	0.5209	0.005
0.685	0.5209	0.005
0.69	0.5209	0.005
0.695	0.5209	0.005
0.7	0.5209	0.005
0.705	0.5209	0.005
0.71	0.5209	0.005
0.715	0.5209	0.005
0.72	0.5209	0.005
0.725	0.5209	0.005
0.73	0.5209	0.005
0.735	0.5209	0.005
0.74	0.5209	0.005
0.745	0.5209	0.005
0.75	0.5209	0.005
0.755	0.5209	0.005
0.76	0.5209	0.005
0.765	0.5209	0.005
0.77	0.5209	0.005
0.775	0.5209	0.005
0.78	0.5209	0.005
0.785	0.5209	0.005
0.79	0.5209	0.005
0.795	0.5209	0.005
0.8	0.5209	0.005
0.805	0.5209	0.005
0.81	0.5209	0.005
0.815	0.5209	0.005
0.82	0.5209	0.005
0.825	0.5209	0.005
0.83	0.5209	0.005
0.835	0.5209	0.005
0.84	0.5209	0.005
0.845	0.5209	0.005
0.85	0.5209	0.005
0.855	0.5209	0.005
0.86	0.5209	0.005
0.865	0.5209	0.005
0.87	0.5209	0.005
0.875	0.5209	0.005
0.88	0.5209	0.005
0.885	0.5209	0.005
0.89	0.5209	0.005
0.895	0.5209	0.005
0.9	0.5209	0.005
0.905	0.5209	0.005
0.91	0.5209	0.005
0.915	0.5209	0.005
0.92	0.5209	0.005
0.925	0.5209	0.005
0.93	0.5209	0.005
0.935	0.5209	0.005
0.94	0.5209	0.005
0.945	0.5209	0.005
0.95	0.5209	0.005
0.955	0.5209	0.005
0.96	0.5209	0.005
0.965	0.5209	0.005
0.97	0.5209	0.005
0.975	0.5209	0.005
0.98	0.5209	0.005
0.985	0.5209	0.005
0.99	0.5209	0.005
0.995	0.5209	0.005
1.	0.5209	0.005
1.005	0.5209	0.005
1.01	0.5209	0.005
1.015	0.5209	0.005
1.02	0.5209	0.005
1.025	0.5209	0.005
1.03	0.5209	0.005
1.035	0.5209	0.005
1.04	0.5209	0.005
1.045	0.5209	0.005
1.05	0.5209	0.005
1.055	0.5209	0.005
1.06	0.5209	0.005
1.065	0.5209	0.005
1.07	0.5209	0.005
1.075	0.5209	0.005
1.08	0.5209	0.005
1.085	0.5209	0.005
1.09	0.5209	0.005
1.095	0.5209	0.005
1.1	0.5209	0.005
