# HZ44
  3200.00   10.95  50.
  3250.00   10.86  50.
  3300.00   10.86  50.
  3350.00   10.90  50.
  3400.00   10.90  50.
  3450.00   10.94  50.
  3500.00   10.96  50.
  3571.00   10.96  50.
  3636.00   10.99  50.
  3704.00   11.03  50.
  3862.00   11.09  50.
  4036.00   11.19  50.
  4167.00   11.20  50.
  4255.00   11.21  50.
  4464.00   11.39  50.
  4566.00   11.37  50.
  4785.00   11.43  50.
  5000.00   11.54  50.
  5263.00   11.62  50.
  5556.00   11.73  100.
  5840.00   11.86  100.
  6056.00   11.92  100.
  6436.00   12.07  100.
  6790.00   12.14  100.
  7100.00   12.25  100.
  7550.00   12.36  100.
  7780.00   12.39  100.
  8090.00   12.46  100.
