# HD192281
  3200.00    8.35  50.
  3250.00    8.27  50.
  3300.00    8.19  50.
  3350.00    8.14  50.
  3400.00    8.11  50.
  3450.00    8.11  50.
  3500.00    8.08  50.
  3571.00    8.01  50.
  3636.00    8.01  50.
  3704.00    7.98  50.
  3862.00    7.91  50.
  4036.00    7.84  50.
  4167.00    7.78  50.
  4255.00    7.78  50.
  4464.00    7.74  50.
  4566.00    7.69  50.
  4785.00    7.65  50.
  5000.00    7.60  50.
  5263.00    7.49  50.
  5556.00    7.44  100.
  5840.00    7.43  100.
  6056.00    7.41  100.
  6436.00    7.41  100.
  6790.00    7.34  100.
  7100.00    7.35  100.
  7550.00    7.38  100.
  7780.00    7.33  100.
  8090.00    7.34  100.
