# PG0939262
  3200.00   13.87  50.
  3250.00   13.85  50.
  3300.00   13.88  50.
  3350.00   13.88  50.
  3400.00   13.91  50.
  3450.00   13.94  50.
  3500.00   13.99  50.
  3571.00   14.03  50.
  3636.00   14.05  50.
  3704.00   14.08  50.
  3862.00   14.21  50.
  4036.00   14.25  50.
  4167.00   14.31  50.
  4255.00   14.36  50.
  4464.00   14.44  50.
  4566.00   14.45  50.
  4785.00   14.58  50.
  5000.00   14.68  50.
  5263.00   14.77  50.
  5556.00   14.89  100.
  5840.00   14.96  100.
  6056.00   15.03  100.
  6436.00   15.21  100.
  6790.00   15.27  100.
  7100.00   15.37  100.
  7550.00   15.47  100.
  7780.00   15.37  100.
  8090.00   15.58  100.
