# hr1544
      6020      4.441         16 
      6036      4.442         16 
      6052      4.446         16 
      6068      4.446         16 
      6084      4.447         16 
      6100      4.447         16 
      6116      4.454         16 
      6132      4.459         16 
      6148      4.470         16 
      6164      4.473         16 
      6180      4.469         16 
      6196      4.471         16 
      6212      4.473         16 
      6228      4.482         16 
      6244      4.489         16 
      6260      4.495         16 
      6276      4.511         16 
      6292      4.514         16 
      6308      4.508         16 
      6324      4.500         16 
      6340      4.502         16 
      6356      4.506         16 
      6372      4.505         16 
      6388      4.495         16 
      6404      4.498         16 
      6420      4.503         16 
      6436      4.506         16 
      6452      4.514         16 
      6468      4.519         16 
      6484      4.523         16 
      6500      4.526         16 
      6516      4.538         16 
      6532      4.571         16 
      6548      4.687         16 
      6564      4.812         16 
      6580      4.663         16 
      6596      4.565         16 
      6612      4.540         16 
      6628      4.534         16 
      6644      4.533         16 
      6660      4.533         16 
      6676      4.536         16 
      6692      4.536         16 
      6708      4.537         16 
      6724      4.539         16 
      6740      4.542         16 
      6756      4.544         16 
      6772      4.545         16 
      6788      4.548         16 
      6804      4.551         16 
      6820      4.554         16 
      6836      4.559         16 
      6852      4.581         16 
      6868      4.717         16 
      6884      4.718         16 
      6900      4.674         16 
      6916      4.627         16 
      6932      4.606         16 
      6948      4.602         16 
      6964      4.593         16 
      6980      4.594         16 
      6996      4.606         16 
      7012      4.607         16 
      7028      4.606         16 
      7044      4.605         16 
      7060      4.607         16 
      7076      4.607         16 
      7092      4.610         16 
      7108      4.617         16 
      7124      4.618         16 
      7140      4.621         16 
      7156      4.636         16 
      7172      4.686         16 
      7188      4.725         16 
      7204      4.703         16 
      7220      4.668         16 
      7236      4.699         16 
      7252      4.703         16 
      7268      4.699         16 
      7284      4.695         16 
      7300      4.691         16 
      7316      4.681         16 
      7332      4.663         16 
      7348      4.658         16 
      7364      4.660         16 
      7380      4.657         16 
      7396      4.658         16 
      7412      4.658         16 
      7428      4.659         16 
      7444      4.660         16 
      7460      4.663         16 
      7476      4.665         16 
      7492      4.665         16 
      7508      4.666         16 
      7524      4.669         16 
      7540      4.672         16 
      7556      4.675         16 
      7572      4.686         16 
      7588      4.868         16 
      7604      5.557         16 
      7620      5.328         16 
      7636      5.260         16 
      7652      5.013         16 
      7668      4.818         16 
      7684      4.732         16 
      7700      4.705         16 
      7716      4.696         16 
      7732      4.694         16 
      7748      4.698         16 
      7764      4.713         16 
      7780      4.727         16 
      7796      4.705         16 
      7812      4.705         16 
      7828      4.707         16 
      7844      4.711         16 
      7860      4.715         16 
      7876      4.723         16 
      7892      4.732         16 
      7908      4.731         16 
      7924      4.730         16 
      7940      4.729         16 
      7956      4.735         16 
      7972      4.737         16 
      7988      4.736         16 
      8004      4.741         16 
      8020      4.744         16 
      8036      4.746         16 
      8052      4.746         16 
      8068      4.749         16 
      8084      4.751         16 
      8100      4.758         16 
      8116      4.768         16 
      8132      4.801         16 
      8148      4.835         16 
      8164      4.863         16 
      8180      4.859         16 
      8196      4.841         16 
      8212      4.823         16 
      8228      4.886         16 
      8244      4.837         16 
      8260      4.816         16 
      8276      4.834         16 
      8292      4.837         16 
      8308      4.826         16 
      8324      4.830         16 
