 1 1 1.096679 gauss 2.7 0 86.801 0.002
 2 0 1.164292 gauss 2.7 0 81.093 0.002
 3 1 0.457727 gauss 2.7 0 74.824 0.002
 4 0 1.269284 gauss 2.7 0 68.719 0.002
 5 1 1.309297 gauss 2.7 0 62.536 0.002
 7 1 1.283618 gauss 2.7 0 50.218 0.002
 8 0 0.687173 gauss 2.7 0 43.963 0.002
 9 1 1.175850 gauss 2.7 0 38.0091 0.002
10 0 0.757532 gauss 2.7 0 31.9606 0.002
11 1 0.939866 gauss 2.7 0 25.1000 0.002
12 0 1.015546 gauss 2.7 0 19.5097 0.002
13 1 0.372036 gauss 2.7 0 13.5889 0.002
14 0 1.065080 gauss 2.7 0 07.4535 0.002
