# HR 8634
3300 4.139 16
3316 4.134 16
3332 4.125 16
3348 4.117 16
3364 4.107 16
3380 4.114 16
3396 4.109 16
3412 4.119 16
3428 4.127 16
3444 4.134 16
3460 4.134 16
3476 4.132 16
3492 4.127 16
3508 4.116 16
3524 4.110 16
3540 4.104 16
3556 4.099 16
3572 4.088 16
3588 4.086 16
3604 4.084 16
3620 4.078 16
3636 4.074 16
3652 4.072 16
3668 4.075 16
3684 4.066 16
3700 4.028 16
3716 3.943 16
3732 3.823 16
3748 3.702 16
3764 3.596 16
3780 3.462 16
3796 3.468 16
3812 3.280 16
3828 3.414 16
3844 3.280 16
3860 3.117 16
3876 3.286 16
3892 3.379 16
3908 3.110 16
3924 3.058 16
3940 3.092 16
3956 3.281 16
3972 3.417 16
3988 3.146 16
4004 3.079 16
4020 3.065 16
4036 3.047 16
4052 3.047 16
4068 3.078 16
4084 3.219 16
4100 3.470 16
4116 3.227 16
4132 3.110 16
4148 3.086 16
4164 3.087 16
4180 3.092 16
4196 3.092 16
4212 3.095 16
4228 3.100 16
4244 3.106 16
4260 3.118 16
4276 3.123 16
4292 3.133 16
4308 3.166 16
4324 3.308 16
4340 3.547 16
4356 3.283 16
4372 3.176 16
4388 3.169 16
4404 3.160 16
4420 3.162 16
4436 3.163 16
4452 3.166 16
4468 3.186 16
4484 3.194 16
4500 3.183 16
4516 3.190 16
4532 3.189 16
4548 3.198 16
4564 3.200 16
4580 3.205 16
4596 3.209 16
4612 3.212 16
4628 3.221 16
4644 3.219 16
4660 3.224 16
4676 3.231 16
4692 3.232 16
4708 3.239 16
4724 3.244 16
4740 3.250 16
4756 3.256 16
4772 3.261 16
4788 3.265 16
4804 3.268 16
4820 3.284 16
4836 3.332 16
4852 3.562 16
4868 3.605 16
4884 3.347 16
4900 3.292 16
4916 3.289 16
4932 3.287 16
4948 3.287 16
4964 3.291 16
4980 3.294 16
4996 3.299 16
5012 3.311 16
5028 3.318 16
5044 3.321 16
5060 3.325 16
5076 3.319 16
5092 3.326 16
5108 3.326 16
5124 3.328 16
5140 3.331 16
5156 3.339 16
5172 3.345 16
5188 3.347 16
5204 3.349 16
5220 3.354 16
5236 3.361 16
5252 3.362 16
5268 3.368 16
5284 3.369 16
5300 3.371 16
5316 3.381 16
5332 3.382 16
5348 3.379 16
5364 3.383 16
5380 3.388 16
5396 3.393 16
5412 3.400 16
5428 3.401 16
5444 3.403 16
5460 3.403 16
5476 3.412 16
5492 3.415 16
5508 3.415 16
5524 3.419 16
5540 3.426 16
5556 3.428 16
5572 3.427 16
5588 3.436 16
5604 3.434 16
5620 3.442 16
5636 3.445 16
5652 3.451 16
5668 3.453 16
5684 3.462 16
5700 3.464 16
5716 3.471 16
5732 3.475 16
5748 3.479 16
5764 3.482 16
5780 3.484 16
5796 3.484 16
5812 3.480 16
5828 3.478 16
5844 3.479 16
5860 3.484 16
5876 3.494 16
5892 3.502 16
5908 3.499 16
5924 3.501 16
5940 3.508 16
5956 3.514 16
5972 3.517 16
5988 3.523 16
6004 3.522 16
6020 3.526 16
6036 3.532 16
6052 3.535 16
6068 3.538 16
6084 3.542 16
6100 3.545 16
6116 3.549 16
6132 3.554 16
6148 3.561 16
6164 3.564 16
6180 3.564 16
6196 3.565 16
6212 3.568 16
6228 3.575 16
6244 3.581 16
6260 3.586 16
6276 3.603 16
6292 3.611 16
6308 3.605 16
6324 3.600 16
6340 3.604 16
6356 3.607 16
6372 3.609 16
6388 3.607 16
6404 3.607 16
6420 3.611 16
6436 3.613 16
6452 3.618 16
6468 3.621 16
6484 3.625 16
6500 3.626 16
6516 3.634 16
6532 3.653 16
6548 3.754 16
6564 3.925 16
6580 3.763 16
6596 3.665 16
6612 3.649 16
6628 3.649 16
6644 3.649 16
6660 3.650 16
6676 3.655 16
6692 3.652 16
6708 3.654 16
6724 3.658 16
6740 3.662 16
6756 3.667 16
6772 3.671 16
6788 3.677 16
6804 3.682 16
6820 3.686 16
6836 3.688 16
6852 3.703 16
6868 3.827 16
6884 3.865 16
6900 3.821 16
6916 3.766 16
6932 3.739 16
6948 3.732 16
6964 3.722 16
6980 3.724 16
6996 3.732 16
7012 3.732 16
7028 3.735 16
7044 3.738 16
7060 3.741 16
7076 3.743 16
7092 3.742 16
7108 3.743 16
7124 3.748 16
7140 3.751 16
7156 3.762 16
7172 3.796 16
7188 3.831 16
7204 3.824 16
7220 3.789 16
7236 3.814 16
7252 3.824 16
7268 3.822 16
7284 3.822 16
7300 3.813 16
7316 3.812 16
7332 3.801 16
7348 3.804 16
7364 3.804 16
7380 3.807 16
7396 3.807 16
7412 3.811 16
7428 3.812 16
7444 3.817 16
7460 3.819 16
7476 3.824 16
7492 3.822 16
7508 3.831 16
7524 3.828 16
7540 3.825 16
7556 3.836 16
