# lower clear filter 4.0M
3000 0.9229788 
3025 0.9230464 
3050 0.9231152 
3075 0.9231863 
3100 0.9232585 
3125 0.9233325 
3150 0.9234073 
3175 0.9234841 
3200 0.9235617 
3225 0.9236408 
3250 0.9237214 
3275 0.9238023 
3300 0.9238833 
3325 0.9239651 
3350 0.9240469 
3375 0.9241278 
3400 0.9242091 
3425 0.9242889 
3450 0.9243674 
3475 0.9244449 
3500 0.92452 
3525 0.9245924 
3550 0.9246623 
3575 0.9247296 
3600 0.9247935 
3625 0.9248533 
3650 0.9249095 
3675 0.9249611 
3700 0.9250084 
3725 0.9250503 
3750 0.9250876 
3775 0.9251196 
3800 0.9251471 
3825 0.9251693 
3850 0.9251866 
3875 0.9251988 
3900 0.9252069 
3925 0.9252114 
3950 0.9252113 
3975 0.9252089 
4000 0.9252034 
4025 0.9251959 
4050 0.9251869 
4075 0.9251779 
4100 0.9251686 
4125 0.9251605 
4150 0.9251539 
4175 0.9251504 
4200 0.9251498 
4225 0.9251538 
4250 0.9251629 
4275 0.9251778 
4300 0.925199 
4325 0.9252276 
4350 0.9252636 
4375 0.925308 
4400 0.9253612 
4425 0.9254231 
4450 0.9254934 
4475 0.9255745 
4500 0.9256639 
4525 0.9257635 
4550 0.9258716 
4575 0.9259889 
4600 0.9261148 
4625 0.9262494 
4650 0.9263919 
4675 0.9265417 
4700 0.9266986 
4725 0.9268614 
4750 0.9270306 
4775 0.9272044 
4800 0.9273832 
4825 0.9275648 
4850 0.9277505 
4875 0.9279382 
4900 0.9281282 
4925 0.92832 
4950 0.9285124 
4975 0.9287054 
5000 0.9288979 
5025 0.9290901 
5050 0.9292817 
5075 0.9294717 
5100 0.9296603 
5125 0.9298478 
5150 0.9300328 
5175 0.9302162 
5200 0.9303972 
5225 0.930576 
5250 0.930753 
5275 0.9309276 
5300 0.9310998 
5325 0.9312698 
5350 0.9314383 
5375 0.9316041 
5400 0.9317679 
5425 0.9319296 
5450 0.9320892 
5475 0.9322473 
5500 0.9324026 
5525 0.9325565 
5550 0.932708 
5575 0.9328575 
5600 0.9330047 
5625 0.9331498 
5650 0.9332928 
5675 0.9334331 
5700 0.933571 
5725 0.9337065 
5750 0.9338391 
5775 0.9339683 
5800 0.9340956 
5825 0.9342192 
5850 0.9343399 
5875 0.9344569 
5900 0.9345707 
5925 0.9346814 
5950 0.9347892 
5975 0.9348925 
6000 0.9349933 
6025 0.9350903 
6050 0.9351837 
6075 0.935274 
6100 0.9353608 
6125 0.9354448 
6150 0.9355254 
6175 0.935603 
6200 0.9356778 
6225 0.9357497 
6250 0.9358187 
6275 0.9358853 
6300 0.9359495 
6325 0.9360112 
6350 0.936071 
6375 0.9361281 
6400 0.9361833 
6425 0.9362369 
6450 0.9362883 
6475 0.9363372 
6500 0.9363855 
6525 0.9364315 
6550 0.9364758 
6575 0.9365184 
6600 0.9365596 
6625 0.9365996 
6650 0.936638 
6675 0.9366754 
6700 0.9367113 
6725 0.9367457 
6750 0.936779 
6775 0.9368116 
6800 0.9368431 
6825 0.9368737 
6850 0.9369035 
6875 0.936933 
6900 0.9369612 
6925 0.9369897 
6950 0.937017 
6975 0.9370442 
7000 0.937071 
7025 0.9370979 
7050 0.9371244 
7075 0.9371504 
7100 0.9371766 
7125 0.9372026 
7150 0.9372285 
7175 0.937254 
7200 0.9372798 
7225 0.937305 
7250 0.9373303 
7275 0.937355 
7300 0.9373796 
7325 0.9374029 
7350 0.9374267 
7375 0.9374498 
7400 0.9374722 
7425 0.9374939 
7450 0.9375146 
7475 0.9375353 
7500 0.9375548 
7525 0.9375744 
7550 0.9375921 
7575 0.9376101 
7600 0.9376277 
7625 0.9376437 
7650 0.93766 
7675 0.9376756 
7700 0.9376907 
7725 0.9377056 
7750 0.9377205 
7775 0.9377356 
7800 0.9377507 
7825 0.9377664 
7850 0.9377821 
7875 0.937798 
7900 0.9378145 
7925 0.9378317 
7950 0.93785 
7975 0.9378695 
8000 0.9378898 
8025 0.9379107 
8050 0.9379331 
8075 0.9379565 
8100 0.9379815 
8125 0.9380072 
8150 0.9380345 
8175 0.9380624 
8200 0.9380919 
8225 0.9381224 
8250 0.9381544 
8275 0.9381878 
8300 0.9382217 
8325 0.9382571 
8350 0.9382939 
8375 0.9383314 
8400 0.9383702 
8425 0.93841 
8450 0.9384516 
8475 0.9384944 
8500 0.9385379 
8525 0.9385837 
8550 0.9386302 
8575 0.938678 
8600 0.9387277 
8625 0.9387789 
8650 0.9388319 
8675 0.9388865 
8700 0.9389433 
8725 0.9390019 
8750 0.939062 
8775 0.9391246 
8800 0.9391888 
8825 0.9392554 
8850 0.9393235 
8875 0.9393941 
8900 0.9394661 
8925 0.9395399 
8950 0.939615 
8975 0.9396914 
9000 0.9397685 
9025 0.9398469 
9050 0.9399255 
9075 0.9400044 
9100 0.9400834 
9125 0.9401622 
9150 0.9402403 
9175 0.9403173 
9200 0.940393 
9225 0.9404672 
9250 0.9405397 
9275 0.9406103 
9300 0.9406784 
9325 0.940744 
9350 0.9408067 
9375 0.9408673 
9400 0.9409243 
9425 0.9409783 
9450 0.9410295 
9475 0.941078 
9500 0.9411229 
9525 0.9411656 
9550 0.9412044 
9575 0.9412407 
9600 0.9412744 
9625 0.9413049 
9650 0.9413331 
9675 0.941359 
9700 0.9413829 
9725 0.9414045 
9750 0.9414243 
9775 0.9414421 
9800 0.9414584 
9825 0.9414734 
9850 0.9414865 
9875 0.941499 
9900 0.94151 
9925 0.941521 
9950 0.9415311 
9975 0.9415399 
10000 0.9415483 
