# FEAR - FeAr Line List 3000A-10,000A by D. Willmarth
# units Angstroms

3020.6391  FeI
3024.0325  FeI
3037.3887  FeI
3047.6043  FeI
3057.4456  FeI
3059.0856  FeI
3225.7850  FeI
3243.6887  ArII
3350.9243  ArII
3376.4359  ArII
3388.5309  ArII
3399.3335  FeI
3404.3535  FeI
3407.4585  FeI
3413.1312  FeI
3427.1192  FeI
3443.8762  FeI
3465.8603  FeI
3475.4500  FeI    
3476.7016  FeI
3480.5055  ArII
3490.5737  FeI
3509.7785  ArII
3519.9936  ArII
3535.3196  ArII
3541.0832  FeI
3548.5144  ArII
3559.5081  ArII
3561.0304  ArII
3565.3786  FeI
3576.6156  ArII
3581.1925  FeI
3588.4407  ArII
3608.8587  FeI
3618.7676  FeI
3631.4629  FeI
3647.8424  FeI
3679.9132  FeI
3687.4564  FeI
3705.5657  FeI
3709.2459  FeI
3718.2065  ArII
3719.9346  FeI
3722.5625  FeI
3727.6187  FeI  
3729.3087  ArII
3733.3169  FeI
3734.8636  FeI
3737.1313  FeI
3745.5608  FeI
3748.2617  FeI
3749.4847  FeI
3758.2324  FeI
3763.7885  FeI
3767.1914  FeI
3812.9641  FeI
3815.8397  FeI
3820.4251  FeI
3824.4436  FeI
3825.8805  FeI
3827.8226  FeI
3834.2222  FeI
3856.3717  FeI
3859.9114  FeI
3868.5284  ArII
3878.5730  FeI
3886.2820  FeI
3895.6558  FeI 
3899.7073  FeI
3902.9452  FeI
3906.4794  FeI
3920.2577  FeI
3922.9115  FeI
3925.7188  ArII
3930.2962  FeI
3946.0971  ArII
3948.9789  ArI
3969.2570  FeI
3979.3559  ArII
3994.7918  ArII
4005.2414  FeI
4033.8093  ArII
4042.8937  ArII
4044.4179  ArI
4045.8130  FeI
4052.9208  ArII
4063.5939  FeI
4103.9121  ArII
4118.5442  FeI
4131.7235  ArII
4143.8688  FeI
4158.5905  ArI
4164.1795  ArI
4198.3036  FeI
4200.6745  ArI
4216.1828  FeI
4222.6373  FeI
4237.2198  ArII
4259.3619  ArI
4271.7593  FeI
4277.5282  ArII
4294.1243  FeI
4300.1008  ArI
4307.9015  FeI
4315.0837  FeI
4325.7615  FeI
4331.1995  ArII
4333.5612  ArI
4335.3379  ArI
4337.0708  ArII
4345.1680  ArII
4348.0640  ArII
4352.2049  ArII
4362.0662  ArII
4367.8316  ArII
4375.9294  FeI
4379.6668  ArII
4383.5445  FeI
4385.0566  ArII
4400.9863  ArII
4404.7499  FeI
4415.1222  FeI
4426.0011  ArII
4427.3039  FeI
4430.1890  ArII
4433.8380  ArII 
4439.4614  ArII
4448.8792  ArII
4461.6521  FeI
4466.5508  FeI
4474.7594  ArII
4481.8107  ArII
4489.7389  FeI
4490.9816  ArII
4498.5384  ArII
4502.9268  ArII
4510.7332  ArI
4522.3230  ArI
4528.6133  FeI
4530.5523  FeI
4545.0519  ArII
4579.3495  ArII
4589.8978  ArII
4596.0967  ArI
4598.7627  ArII
4609.5673  ArII
4628.4409  ArI
4637.2328  ArII
4647.4329  FeI
4657.9012  ArII
4702.3161  ArI
4726.8683  ArII
4732.0532  ArII
4735.9058  ArII
4764.8646  ArII
4806.0205  ArII
4847.8095  ArII
4859.7406  FeI
4879.8635  ArII
4889.0422  ArII
4891.4919  FeI
4920.5018  FeI
4933.2091  ArII
4957.5966  FeI
4965.0795  ArII
4972.1597  ArII
5006.1175  FeI
5009.3344  ArII
5012.0674  FeI
5017.1628  ArII
5051.6336  FeI
5062.0371  ArII
5083.3377  FeI
5090.4951  ArII
5110.3849  FeI
5125.7654  ArII
5141.7827  ArII
5145.3083  ArII
5162.2846  ArI
5167.4873  FeI
5171.5953  FeI
5187.7462  ArI
5194.9412  FeI
5221.2710  ArI
5227.1697  FeI
5232.9394  FeI
5266.5546  FeI
5269.5366  FeI
5283.6206  FeI
5302.2989  FeI
5324.1782  FeI
5328.0376  FeI
5341.0233  FeI
5371.4892  FeI
5397.1269  FeI
5405.7741  FeI
5415.1997  FeI
5421.3517  ArI
5424.0686  FeI
5429.6955  FeI
5434.5228  FeI
5439.9891  ArI
5446.8937  FeI
5451.6520  ArI
5455.6090  FeI
5495.8738  ArI
5514.3760  ArI
5524.9570  ArI
5558.7020  ArI
5569.6177  FeI
5577.6845  ArII
5586.7553  FeI
5606.7330  ArI
5615.6436  FeI
5648.6863  ArI
5650.7043  ArI
5681.9001  ArI
5691.6612  ArII
5739.5196  ArI
5783.5360  ArI
5786.5553  ArII
5802.0798  ArI
5812.7592  ArII
5834.2633  ArI
5860.3103  ArI
5882.6242  ArI
5888.5841  ArI
5912.0853  ArI
5916.5992  ArI
5927.1258  ArI
5928.8130  ArI
5942.6686  ArI
5949.2583  ArI
5964.4723  ArI
5968.3199  ArI
5971.6008  ArI
5987.3016  ArI
5998.9987  ArI
6005.7242  ArI
6013.6777  ArI
6025.1500  ArI
6032.1274  ArI
6043.2233  ArI
6046.8977  ArI
6052.7229  ArI
6059.3725  ArI
6081.2433  ArI
6085.8797  ArI
6090.7848  ArI
6098.8031  ArI
6105.6351  ArI
6114.9234  ArII
6123.3619  ArII
6127.4160  ArI
6145.4411  ArI
6155.2385  ArI
6165.1232  ArI
6170.1740  ArII
6172.2778  FeI
6191.5583  ArII
6201.1002  ArI
6212.5031  ArI
6215.9383  FeI
6230.7260  ArII
6243.1201  FeI
6246.3172  ArI
6248.4055  FeI
6252.5537  FeI
6296.8722  ArI
6307.6570  ArII
6324.4163  ArI
6364.8937  ArI
6369.5748  ArI
6384.7169  FeI
6399.9995  ArII
6403.0128  FeI
6411.6468  ArI
6416.3071  ArII
6437.6003  ArI
6466.5526  ArII
6483.0825  ArII
6538.1120  ArI
6604.8534  ArI
6614.3475  ArII
6620.9665  ArII
6632.0837  ArI
6638.2207  ArII
6639.7403  ArII
6643.6976  ArII
6656.9386  ArI
6660.6761  ArI
6664.0510  ArI 
6666.3588  ArII
6677.2817  ArI
6684.2929  ArII
6719.2184  ArI
6752.8335  ArI
6766.6117  ArI
6861.2688  ArII
6871.2891  ArI
6879.5824  ArI 
6888.1742  ArI
6937.6642  ArI
6951.4776  ArI
6965.4307  ArI
7030.2514  ArI
7067.2181  ArI
7107.4778  ArI
7125.8200  ArI 
7147.0416  ArI
7158.8387  ArI
7206.9804  ArI
7265.1724  ArI
7272.9359  ArI
7311.7159  ArI
7316.0050  ArI 
7353.2930  ArI 
7372.1184  ArI
7383.9805  ArI
7392.9801  ArI
7412.3368  ArI
7425.2942  ArI
7435.3683  ArI
7471.1641  ArI
7484.3267  ArI
7503.8691  ArI
7514.6518  ArI
7589.3151  ArII
7635.1060  ArI 
7670.0575  ArI
7798.5604  ArI
7868.1946  ArI
7891.0750  ArI 
7916.4420  ArI
7948.1764  ArI
7948.1964  ArI
8006.1567  ArI
8014.7857  ArI
8037.2183  ArI
8046.1169  ArI
8053.3085  ArI
8066.6046  ArI
8103.6931  ArI
8115.3110  ArI
8143.5050  ArI
8203.4352  ArI
8264.5225  ArI
8327.0526  FeI
8384.7240  ArI
8387.7700  FeI
8408.2096  ArI
8424.6475  ArI
8490.3065  ArI
8521.4422  ArI
8605.7762  ArI
8620.4602  ArI
8667.9442  ArI
8688.6213  FeI
8761.6862  ArI
8799.0875  ArI 
8962.1468  ArI
9008.4636  ArII
9017.5912  ArII
9122.9674  ArI
9194.6385  ArI
9224.4992  ArI
9291.5313  ArI
9354.2198  ArI
9508.4513  ArI
9657.7863  ArI
9784.5028  ArI
10470.0535  ArI
