# ROSS627
3160. 14.86 40.
3240. 14.88 40.
3320. 14.806 40.
3400. 14.78 40.
3480. 14.724 40.
3560. 14.674 40.
3640. 14.63 40.
3720. 14.585 40.
3800. 14.614 40.
3880. 14.574 40.
4000. 14.529 40.
4080. 14.474 40.
4200. 14.346 40.
4280. 14.355 40.
4400. 14.384 40.
4480. 14.311 40.
4600. 14.216 40.
4680. 14.227 40.
4800. 14.189 40.
4880. 14.273 40.
5000. 14.168 40.
5080. 14.165 40.
5200. 14.121 40.
5280. 14.128 40.
5400. 14.102 40.
5480. 14.129 40.
5600. 14.086 40.
5680. 14.108 40.
5800. 14.062 80.
5960. 14.036 80.
6200. 14.06 80.
6360. 14.031 80.
6600. 14.119 80.
6760. 14.042 80.
7000. 14.067 80.
7160. 14.003 80.
7400. 14.043 80.
7720. 14.107 80.
7880. 14.124 80.
8200. 13.983 80.
8360. 14.023 80.
8600. 14.025 80.
