# PG0216032
  3200.00   13.74  50.
  3250.00   13.78  50.
  3300.00   13.77  50.
  3350.00   13.77  50.
  3400.00   13.79  50.
  3450.00   13.83  50.
  3500.00   13.86  50.
  3571.00   13.89  50.
  3636.00   13.95  50.
  3704.00   13.96  50.
  3862.00   14.04  50.
  4036.00   14.12  50.
  4167.00   14.18  50.
  4255.00   14.22  50.
  4464.00   14.31  50.
  4566.00   14.36  50.
  4785.00   14.48  50.
  5000.00   14.55  50.
  5263.00   14.66  50.
  5556.00   14.79  100.
  5840.00   14.86  100.
  6056.00   15.04  100.
  6436.00   15.19  100.
  6790.00   15.17  100.
  7100.00   15.33  100.
  7550.00   15.53  100.
  7780.00   15.35  100.
  8090.00   15.62  100.
