# EG81
  3200.00   12.58  50.
  3250.00   12.52  50.
  3300.00   12.51  50.
  3350.00   12.50  50.
  3400.00   12.55  50.
  3450.00   12.58  50.
  3500.00   12.61  50.
  3571.00   12.64  50.
  3636.00   12.68  50.
  3704.00   12.72  50.
  3862.00   12.78  50.
  4036.00   12.83  50.
  4167.00   12.82  50.
  4255.00   12.84  50.
  4464.00   12.99  50.
  4566.00   12.97  50.
  4785.00   13.07  50.
  5000.00   13.16  50.
  5263.00   13.23  50.
  5556.00   13.30  100.
  5840.00   13.39  100.
  6056.00   13.44  100.
  6436.00   13.54  100.
  6790.00   13.60  100.
  7100.00   13.59  100.
  7550.00   13.45  100.
  7780.00   13.44  100.
  8090.00   13.35  100.
