# BD284211
  3200.00    9.63  50.
  3250.00    9.58  50.
  3300.00    9.56  50.
  3350.00    9.57  50.
  3400.00    9.60  50.
  3450.00    9.64  50.
  3500.00    9.67  50.
  3571.00    9.70  50.
  3636.00    9.73  50.
  3704.00    9.77  50.
  3862.00    9.87  50.
  4036.00    9.92  50.
  4167.00    9.99  50.
  4255.00   10.04  50.
  4464.00   10.14  50.
  4566.00   10.18  50.
  4785.00   10.27  50.
  5000.00   10.36  50.
  5263.00   10.45  50.
  5556.00   10.56  100.
  5840.00   10.68  100.
  6056.00   10.77  100.
  6436.00   10.90  100.
  6790.00   10.95  100.
  7100.00   11.04  100.
  7550.00   11.18  100.
  7780.00   11.17  100.
  8090.00   11.25  100.
