# G191B2B
  3200.00   10.91  50.
  3250.00   10.94  50.
  3300.00   10.90  50.
  3350.00   10.90  50.
  3400.00   10.92  50.
  3450.00   10.95  50.
  3500.00   10.99  50.
  3571.00   11.00  50.
  3636.00   11.04  50.
  3704.00   11.07  50.
  3862.00   11.17  50.
  4036.00   11.20  50.
  4167.00   11.25  50.
  4255.00   11.30  50.
  4464.00   11.39  50.
  4566.00   11.42  50.
  4785.00   11.54  50.
  5000.00   11.64  50.
  5263.00   11.74  50.
  5556.00   11.85  100.
  5840.00   11.95  100.
  6056.00   12.04  100.
  6436.00   12.20  100.
  6790.00   12.26  100.
  7100.00   12.34  100.
  7550.00   12.44  100.
  7780.00   12.46  100.
  8090.00   12.59  100.
