# HZ14
  3200.00   13.38  50.
  3250.00   13.39  50.
  3300.00   13.36  50.
  3350.00   13.36  50.
  3400.00   13.37  50.
  3450.00   13.41  50.
  3500.00   13.42  50.
  3571.00   13.46  50.
  3636.00   13.49  50.
  3704.00   13.49  50.
  3862.00   13.60  50.
  4036.00   13.48  50.
  4167.00   13.49  50.
  4255.00   13.50  50.
  4464.00   13.55  50.
  4566.00   13.56  50.
  4785.00   13.72  50.
  5000.00   13.83  50.
  5263.00   13.89  50.
  5556.00   14.01  100.
  5840.00   14.11  100.
  6056.00   14.20  100.
  6436.00   14.36  100.
  6790.00   14.41  100.
  7100.00   14.48  100.
  7550.00   14.66  100.
  7780.00   14.61  100.
  8090.00   14.89  100.
