# HD217086
  3200.00    8.95  50.
  3250.00    8.85  50.
  3300.00    8.76  50.
  3350.00    8.70  50.
  3400.00    8.65  50.
  3450.00    8.65  50.
  3500.00    8.60  50.
  3571.00    8.53  50.
  3636.00    8.50  50.
  3704.00    8.46  50.
  3862.00    8.31  50.
  4036.00    8.20  50.
  4167.00    8.15  50.
  4255.00    8.12  50.
  4464.00    8.05  50.
  4566.00    7.96  50.
  4785.00    7.89  50.
  5000.00    7.79  50.
  5263.00    7.60  50.
  5556.00    7.49  100.
  5840.00    7.45  100.
  6056.00    7.38  100.
  6436.00    7.34  100.
  6790.00    7.22  100.
  7100.00    7.21  100.
  7550.00    7.19  100.
  7780.00    7.13  100.
  8090.00    7.09  100.
