# GD 108
3220.	13.02	1.0
3280.	13.06	1.0
3310.	13.07	1.0
3340.	13.08	1.0
3360.	13.09	1.0
3440.	13.13	1.0
3460.	13.14	1.0
3550.	13.19	1.0
3600.	13.21	1.0
3700.	13.26	1.0
3777.	13.24	1.0
3782.	13.23	1.0
3814.	13.17	1.0
3822.	13.17	1.0
3860.	13.07	1.0
3866.	13.07	1.0
3905.	13.05	1.0
3911.	13.05	1.0
3947.	13.05	1.0
3953.	13.06	1.0
3996.	13.08	1.0
4000.	13.07	1.0
4050.	13.07	1.0
4075.	13.09	1.0
4140.	13.12	1.0
4220.	13.14	1.0
4222.	13.14	1.0
4270.	13.15	1.0
4390.	13.20	1.0
4445.	13.22	1.0
4490.	13.25	1.0
4500.	13.25	1.0
4565.	13.27	1.0
4650.	13.31	1.0
4760.	13.36	1.0
4800.	13.39	1.0
4960.	13.42	1.0
5150.	13.48	1.0
5205.	13.49	1.0
5375.	13.55	1.0
5460.	13.57	1.0
5850.	13.68	1.0
5920.	13.70	1.0
6200.	13.77	1.0
6202.	13.77	1.0
6470.	13.85	1.0
6750.	13.92	1.0
6846.	13.94	1.0
6950.	13.94	1.0
7040.	13.98	1.0
7085.	13.99	1.0
7260.	14.05	1.0
7300.	14.05	1.0
7550.	14.10	1.0
7690.	14.13	1.0
8100.	14.22	1.0
8102.	14.22	1.0
8480.	14.29	1.0
8560.	14.30	1.0
8590.	14.32	1.0
8610.	14.32	1.0
8650.	14.32	1.0
8680.	14.33	1.0
8740.	14.35	1.0
8760.	14.36	1.0
8850.	14.39	1.0
8876.	14.40	1.0
8960.	14.43	1.0
9040.	14.46	1.0
9200.	14.48	1.0
