# Feige 34
3220.	10.06	1.0
3280.	10.10	1.0
3310.	10.12	1.0
3340.	10.14	1.0
3360.	10.15	1.0
3440.	10.21	1.0
3460.	10.22	1.0
3550.	10.29	1.0
3600.	10.32	1.0
3700.	10.40	1.0
3777.	10.44	1.0
3782.	10.44	1.0
3814.	10.43	1.0
3822.	10.43	1.0
3860.	10.42	1.0
3866.	10.42	1.0
3905.	10.43	1.0
3911.	10.43	1.0
3947.	10.45	1.0
3953.	10.45	1.0
3996.	10.48	1.0
4000.	10.48	1.0
4050.	10.50	1.0
4075.	10.51	1.0
4140.	10.56	1.0
4220.	10.60	1.0
4222.	10.60	1.0
4270.	10.62	1.0
4390.	10.67	1.0
4445.	10.71	1.0
4490.	10.73	1.0
4500.	10.74	1.0
4565.	10.77	1.0
4650.	10.81	1.0
4760.	10.86	1.0
4800.	10.88	1.0
4960.	10.94	1.0
5150.	11.01	1.0
5205.	11.03	1.0
5375.	11.10	1.0
5460.	11.13	1.0
5850.	11.26	1.0
5920.	11.28	1.0
6200.	11.37	1.0
6202.	11.37	1.0
6470.	11.45	1.0
6750.	11.53	1.0
6846.	11.56	1.0
6950.	11.58	1.0
7040.	11.60	1.0
7085.	11.62	1.0
7260.	11.65	1.0
7300.	11.66	1.0
7550.	11.71	1.0
7690.	11.75	1.0
8100.	11.82	1.0
8102.	11.82	1.0
8480.	11.90	1.0
8560.	11.92	1.0
8590.	11.93	1.0
8610.	11.93	1.0
8650.	11.94	1.0
8680.	11.94	1.0
8740.	11.97	1.0
8760.	11.97	1.0
8850.	11.98	1.0
8876.	12.00	1.0
8960.	12.03	1.0
9040.	12.07	1.0
9200.	12.06	1.0
