# BD+75 325
3220.	8.45	1.0
3280.	8.50	1.0
3310.	8.52	1.0
3340.	8.54	1.0
3360.	8.55	1.0
3440.	8.61	1.0
3460.	8.62	1.0
3550.	8.69	1.0
3600.	8.72	1.0
3700.	8.80	1.0
3777.	8.82	1.0
3782.	8.82	1.0
3814.	8.84	1.0
3822.	8.84	1.0
3860.	8.83	1.0
3866.	8.83	1.0
3905.	8.85	1.0
3911.	8.85	1.0
3947.	8.87	1.0
3953.	8.87	1.0
3996.	8.90	1.0
4000.	8.90	1.0
4050.	8.92	1.0
4075.	8.92	1.0
4140.	8.97	1.0
4220.	9.00	1.0
4222.	9.00	1.0
4270.	9.01	1.0
4390.	9.08	1.0
4445.	9.10	1.0
4490.	9.14	1.0
4500.	9.15	1.0
4565.	9.17	1.0
4650.	9.20	1.0
4760.	9.25	1.0
4800.	9.27	1.0
4960.	9.31	1.0
5150.	9.39	1.0
5205.	9.41	1.0
5375.	9.48	1.0
5460.	9.52	1.0
5850.	9.64	1.0
5920.	9.67	1.0
6200.	9.75	1.0
6202.	9.75	1.0
6470.	9.83	1.0
6750.	9.92	1.0
6846.	9.94	1.0
6950.	9.97	1.0
7040.	10.01	1.0
7085.	10.02	1.0
7260.	10.06	1.0
7300.	10.08	1.0
7550.	10.14	1.0
7690.	10.17	1.0
8100.	10.26	1.0
8102.	10.26	1.0
8480.	10.35	1.0
8560.	10.37	1.0
8590.	10.38	1.0
8610.	10.40	1.0
8650.	10.41	1.0
8680.	10.41	1.0
8740.	10.42	1.0
8760.	10.43	1.0
8850.	10.44	1.0
8876.	10.45	1.0
8960.	10.49	1.0
9040.	10.54	1.0
9200.	10.55	1.0
