# G193-74.dat
3220.	16.24	1.0
3280.	16.21	1.0
3310.	16.19	1.0
3340.	16.17	1.0
3360.	16.16	1.0
3440.	16.11	1.0
3460.	16.09	1.0
3550.	16.05	1.0
3600.	16.01	1.0
3700.	15.97	1.0
3777.	15.94	1.0
3782.	15.93	1.0
3814.	15.91	1.0
3822.	15.91	1.0
3860.	15.89	1.0
3866.	15.89	1.0
3905.	15.86	1.0
3911.	15.86	1.0
3947.	15.86	1.0
3953.	15.86	1.0
3996.	15.84	1.0
4000.	15.84	1.0
4050.	15.82	1.0
4075.	15.81	1.0
4140.	15.80	1.0
4220.	15.78	1.0
4222.	15.78	1.0
4270.	15.76	1.0
4390.	15.72	1.0
4445.	15.72	1.0
4490.	15.73	1.0
4500.	15.72	1.0
4565.	15.70	1.0
4650.	15.71	1.0
4760.	15.69	1.0
4800.	15.68	1.0
4960.	15.64	1.0
5150.	15.61	1.0
5205.	15.60	1.0
5375.	15.59	1.0
5460.	15.58	1.0
5850.	15.56	1.0
5920.	15.55	1.0
6200.	15.55	1.0
6202.	15.55	1.0
6470.	15.55	1.0
6750.	15.55	1.0
6846.	15.55	1.0
6950.	15.55	1.0
7040.	15.55	1.0
7085.	15.55	1.0
7260.	15.56	1.0
7300.	15.56	1.0
7550.	15.57	1.0
7690.	15.58	1.0
8100.	15.59	1.0
8102.	15.59	1.0
8480.	15.62	1.0
8560.	15.62	1.0
8590.	16.62	1.0
8610.	15.62	1.0
8650.	15.63	1.0
8680.	15.63	1.0
8740.	15.64	1.0
8760.	15.64	1.0
8850.	15.66	1.0
8876.	15.66	1.0
8960.	15.68	1.0
9040.	15.72	1.0
9200.	15.73	1.0
